Accession,Release_Date,Species,Length,Geo_Location,USA,Host,Isolation_Source,Collection_Date
MW035552,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-04
MW035553,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: New York, New York county",NY,Homo sapiens,oronasopharynx,2020-09-06
MW035554,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-07
MW035555,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-06
MW035556,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Missouri, Saint Louis county",MO,Homo sapiens,oronasopharynx,2020-09-07
MW035557,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Columbia county",WI,Homo sapiens,oronasopharynx,2020-09-03
MW035558,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Rock county",WI,Homo sapiens,oronasopharynx,2020-09-03
MW035559,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-03
MW035560,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Jefferson county",WI,Homo sapiens,oronasopharynx,2020-09-04
MW035561,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Jefferson county",WI,Homo sapiens,oronasopharynx,2020-09-03
MW035562,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-03
MW035564,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-06
MW035565,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: New York, New York county",NY,Homo sapiens,oronasopharynx,2020-09-06
MW035566,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-07
MW035567,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-09
MW035568,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Sheboygan county",WI,Homo sapiens,oronasopharynx,2020-09-03
MW035569,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-06
MW035570,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Marathon county",WI,Homo sapiens,oronasopharynx,2020-09-05
MW035571,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-03
MW035572,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-06
MW035573,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dodge county",WI,Homo sapiens,oronasopharynx,2020-09-04
MW035574,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-04
MW035575,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-03
MW035576,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-03
MW035577,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-04
MW035578,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-08-26
MW035579,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,2020-09-02
MW035918,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-27
MW035919,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29799,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-31
MW035920,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-27
MW035921,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-22
MW035922,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-23
MW035923,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-26
MW035924,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-27
MW035925,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-28
MW035926,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29827,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-26
MW035927,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29821,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-22
MW035928,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-26
MW035929,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-22
MW035930,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-22
MW035931,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-27
MW035932,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-22
MW035933,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-31
MW035934,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-28
MW035935,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-31
MW035936,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-25
MW035937,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-27
MW035938,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-27
MW035939,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-27
MW035940,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-27
MW035941,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-27
MW035942,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-24
MW035943,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-27
MW035944,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-24
MW035945,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-27
MW035946,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-26
MW035947,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29808,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-21
MW035948,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-27
MW035949,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-31
MW035950,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-27
MW035951,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-24
MW035952,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-28
MW035953,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29802,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-22
MW035954,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-24
MW035955,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-28
MW035956,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29827,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-27
MW035957,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-22
MW035958,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-26
MW035959,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-31
MW035960,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-22
MW035962,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29826,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-29
MW035963,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-24
MW035964,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-27
MW035965,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-24
MW035966,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-24
MW035967,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29825,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-27
MW035968,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-27
MW035970,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-28
MW035971,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-26
MW035972,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-27
MW035973,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-26
MW035974,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-24
MW035976,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-22
MW035984,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29797,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-13
MW035987,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-05-21
MW035988,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29668,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-19
MW035990,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29638,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-05-13
MW035992,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,"USA: CA, Humboldt County",CA,Homo sapiens,,2020-05-15
MW035997,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29843,"USA: CA, Humboldt County",CA,Homo sapiens,,2020-05-16
MW035999,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,"USA: CA, Humboldt County",CA,Homo sapiens,,2020-05-17
MW036000,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29641,"USA: CA, Marin County",CA,Homo sapiens,,2020-05-28
MW036003,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29849,"USA: CA, Humboldt County",CA,Homo sapiens,,2020-05-27
MW036006,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29731,"USA: CA, Sonoma County",CA,Homo sapiens,,2020-05-01
MW036007,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-20
MW036008,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-13
MW036010,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,"USA: CA, Humboldt County",CA,Homo sapiens,,2020-05-17
MW036011,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29655,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-13
MW036013,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-05-22
MW036014,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-12
MW036016,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,"USA: CA, Sonoma County",CA,Homo sapiens,,2020-04-29
MW036017,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-19
MW036018,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29849,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-12
MW036019,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-19
MW036020,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-13
MW036021,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-21
MW036022,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,"USA: CA, Humboldt County",CA,Homo sapiens,,2020-05-17
MW036023,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-22
MW036024,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,"USA: CA, Humboldt County",CA,Homo sapiens,,2020-05-18
MW036026,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-15
MW036027,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29751,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-06-20
MW036028,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29650,"USA: CA, Sonoma County",CA,Homo sapiens,,2020-04-29
MW036029,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-13
MW036031,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-13
MW036032,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-15
MW036034,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,"USA: CA, Sonoma County",CA,Homo sapiens,,2020-05-19
MW036035,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-13
MW036038,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29849,"USA: CA, Humboldt County",CA,Homo sapiens,,2020-05-21
MW036039,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,"USA: CA, Santa Clara County",CA,Homo sapiens,,2020-03-18
MW036041,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-04-14
MW036042,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29632,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-04-14
MW036043,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,"USA: CA, Sonoma County",CA,Homo sapiens,,2020-05-01
MW036044,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,"USA: CA, Sonoma County",CA,Homo sapiens,,2020-05-22
MW036046,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,"USA: CA, San Francisco County",CA,Homo sapiens,,2020-05-22
MW036047,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,"USA: CA, Humboldt County",CA,Homo sapiens,,2020-05-18
MW036049,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29639,"USA: CA, Sonoma County",CA,Homo sapiens,,2020-05-20
MW036050,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,"USA: CA, Marin County",CA,Homo sapiens,,2020-05-19
MW036051,2020-09-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,"USA: CA, Orange County",CA,Homo sapiens,,2020-05-20
